hemis_credits_total,hemis_credits_passed,hemis_credits_failed,hemis_credit_pass_rate,target_success_75,matric_school_name,teaching_language,teacher_language_alternation_helped,school_language_same_as_home,english_language_level,school_fee_source,matric_class_size,school_location,school_facilities_count,school_facilities_used_count,school_commute_mode,used_online_learning,school_leadership_activity,school_meal_source,school_academic_achievement,home_resources_count,family_attended_university,home_location,general_support_source,has_dependents,number_of_dependents,has_disability_or_special_needs,plans_part_time_work,part_time_hours,concern_academic,concern_financial,concern_adjustment_belonging,concern_accommodation_transport,concern_safety_health,concern_time_management,concern_any,programme_choice,first_choice_influence,university_accommodation,accommodation_type,accommodation_internet,accommodation_backup_power,distance_from_campus,travel_to_campus,travel_time_to_8am,devices_owned_count,tuition_funding,accommodation_funding,living_expense_funding,applied_nsfas,nsfas_approved,father_employment_status,mother_employment_status
1.0,1.0,0.0,1.0,1.0,Zonkizizwe Secondary School ,English,1.0,1.0,Second,"Bursary e.g., Sasol, Eskom etc.",Between 41 and 60,Township,7,7,Walking,0.0,1.0,School based feeding programme,School leaving,5,0.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,Passion,Accommodation,Self Catering,1.0,0.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,Domestic servant or unskilled labour
1.0,1.0,0.0,1.0,1.0,El tabernacle Christian college ,English,1.0,0.0,Second,Parents or guardians,Less than 20,Private school,13,13,Boarding school,1.0,0.0,School based food garden,Bachelor,5,1.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,Second,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 6km and 9km,University bus service,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,Funding arrangements not finalized (if none of the above options apply),0.0,0.0,Employed and earning salary/wages,Employed and earning salary/wages
0.969,0.969,0.0,1.0,1.0,Mphanama Secondary School ,English,1.0,1.0,First,Parents or guardians,Between 20 and 30,Suburb/City/Town,8,8,Walking,1.0,0.0,School based feeding programme,Bachelor,5,1.0,Township,No support,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,Second,Passion,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unable to work/disabled and not receiving a disability grant
1.0,1.0,0.0,1.0,1.0,Semphato Secondary School,Sepedi,1.0,1.0,Second,Government scholarship/bursary,Between 31 and 40,Township,4,4,Walking,0.0,1.0,Parents provided lunch money,Bachelor,3,0.0,Township,Both Parents,0.0,0.0,0.0,1.0,5.0,1,0,0,0,1,0,1,First,The desire to make a difference,Accommodation,Self Catering,1.0,1.0,Less than 5km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.08,0.08,0.0,1.0,1.0,Dimani Agricultural high ,Tshivenda,1.0,0.0,First,No fee-paying school,Between 41 and 60,Township,7,6,Public Transport,0.0,1.0,Two meals a day,Bachelor,4,1.0,Suburb/City/Town,Single Parent,0.0,0.0,0.0,1.0,6.0,0,0,0,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Monamoledi ,Sepedi,1.0,1.0,First,No fee-paying school,Greater than 80,Rural Village,6,5,Public Transport,0.0,0.0,One meal a day at home,School leaving,1,0.0,Rural Village,No support,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Family,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and receiving social grant
1.0,1.0,0.0,1.0,1.0,PInagare Secondary School ,English,1.0,0.0,First,"Parents or guardians, No fee-paying school",Between 41 and 60,Rural Village,4,4,Public Transport,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,First,Teachers,Accommodation,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,Parent/Parents,Parent/Parents,"Spouse/Partner e.g., wife, boyfriend etc.",1.0,0.0,Employed and earning salary/wages,Employed and earning salary/wages
0.5,0.5,0.0,1.0,1.0,Tiyani secondary school ,Xitsonga,1.0,0.0,Second,No fee-paying school,Between 61 and 80,Rural Village,5,4,Walking,0.0,1.0,School based feeding programme,Bachelor,2,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Other,Accommodation,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Employed and earning salary/wages,Unemployed and looking for work
1.0,1.0,0.0,1.0,1.0,Hoërskool Silverton ,English,0.0,0.0,Second,Parents or guardians,Between 31 and 40,Suburb/City/Town,10,7,Public Transport,0.0,0.0,Parents provided lunch box.,Bachelor,4,1.0,Township,Single Parent,0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,First,Other,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,Parent/Parents,Parent/Parents,Paying for myself,,,,Employed and earning salary/wages
0.08,0.08,0.0,1.0,1.0,Bona Lesedi Secondary school ,English,1.0,0.0,First,No fee-paying school,Between 41 and 60,Suburb/City/Town,7,6,Public Transport,0.0,0.0,Two meals a day,Bachelor,3,1.0,Informal settlement,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Passion,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Frank mahjong’s mst academy,English,1.0,0.0,First,No fee-paying school,Between 41 and 60,Rural Village,10,9,Public Transport,0.0,0.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.5,0.0,1.0,1.0,FH Odendaal ,English,0.0,0.0,Second,Parents or guardians,Between 20 and 30,Public,10,10,Dropped off by parent or relative,1.0,1.0,Parents provided lunch box.,Bachelor,4,1.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,Parent/Parents,Parent/Parents,Funding arrangements not finalized (if none of the above options apply),,,Employed and earning salary/wages,Employed and earning salary/wages
0.5,0.5,0.0,1.0,1.0,Soshanguve East Secondary School,English,1.0,0.0,First,No fee-paying school,Between 31 and 40,Township,12,11,Walking,1.0,0.0,Parents provided lunch box.,Bachelor,4,1.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,Other,University Residence,Self Catering,1.0,0.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",0.0,0.0,Employed and earning salary/wages,Self-employed
1.0,1.0,0.0,1.0,1.0,Central Secondary School ,English,1.0,1.0,First,Parents or guardians,Between 20 and 30,Suburb/City/Town,9,7,Walking,0.0,0.0,Parents provided lunch box.,Bachelor,4,1.0,Suburb/City/Town,Both Parents,0.0,0.0,1.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 6km and 9km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,Employed and earning salary/wages,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,MAALOBANE HIGH SCHOOL ,English,1.0,0.0,First,No fee-paying school,Between 41 and 60,Rural Village,6,6,Public Transport,0.0,0.0,School based feeding programme,Bachelor,2,0.0,Rural Village,Single Parent,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,
1.0,1.0,0.0,1.0,1.0,Central Secondary School,English,1.0,0.0,First,Parents or guardians,Between 31 and 40,Suburb/City/Town,9,9,Public Transport,0.0,0.0,Parents provided lunch money,Bachelor,5,0.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.9,0.9,0.0,1.0,1.0,Mandla Mthethwa school of excellence ,English,1.0,0.0,Second,Parents or guardians,Between 20 and 30,Rural Village,12,12,Boarding school,0.0,0.0,Three meals a day,School leaving,4,0.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Reggie Masuku Secondary School,IsiZulu,1.0,1.0,First,No fee-paying school,Between 41 and 60,Suburb/City/Town,6,5,Walking,0.0,0.0,School based feeding programme,Bachelor,1,1.0,Informal settlement,Single Parent,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,First,The desire to make a difference,University Residence,Self Catering,1.0,,,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Engabezweni Secondary school ,English,1.0,0.0,Second,No fee-paying school,Between 31 and 40,Rural Village,7,7,School Bus,0.0,1.0,Parents provided lunch money,Bachelor,5,1.0,Rural Village,Both Parents,1.0,1.0,0.0,0.0,0.0,1,1,1,0,0,1,1,Second,Job Security,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,The Oasis College ,English,1.0,0.0,First,Parents or guardians,Greater than 80,Township,5,4,Scholar transport (Rural learners),0.0,0.0,Parents provided lunch box.,Bachelor,1,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,Second,Passion,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,
0.999,0.999,0.0,1.0,1.0,Kgolakaleleme,English,1.0,0.0,Second,Trust fund,Between 41 and 60,Rural Village,6,1,Walking,1.0,1.0,School based feeding programme,Bachelor,4,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,Third,Other,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Mohlakaneng Senior Secondary School ,Sepedi,1.0,1.0,First,No fee-paying school,Between 20 and 30,Public,9,8,Walking,0.0,1.0,School based feeding programme,Bachelor,4,1.0,Township,Single Parent,0.0,0.0,0.0,1.0,5.0,1,0,1,0,1,1,1,First,Family,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,0.938,0.062,0.938,1.0,Masihambisane High school ,IsiZulu,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Public,5,5,Walking,0.0,0.0,Parents provided lunch money,Bachelor,2,0.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,Role Models,University Residence,Self Catering,1.0,1.0,Between 15km and 19km,University bus service,Between 1 and 2 hours,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and receiving social grant,Self-employed
1.0,1.0,0.0,1.0,1.0,Sediba thuto Secondary School ,Sesotho,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Township,9,5,Walking,0.0,0.0,School based feeding programme,Bachelor,3,0.0,Township,No support,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,Unemployed and looking for work
0.08,0.08,0.0,1.0,1.0,Riverside High School ,English,1.0,0.0,First,Parents or guardians,Greater than 80,Suburb/City/Town,11,10,Lift club,0.0,0.0,Parents provided lunch box.,Bachelor,4,1.0,Suburb/City/Town,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Job Security,University Residence,Self Catering,1.0,1.0,,University bus service,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",,,,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,School of Health Sciences ,IsiZulu,1.0,0.0,Second,No fee-paying school,Greater than 80,Rural Village,8,7,Public Transport,0.0,1.0,Parents provided lunch money,School leaving,4,1.0,Rural Village,Single Parent,0.0,0.0,0.0,1.0,6.0,1,1,0,0,1,1,1,First,Job Security,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,0.0,,
0.08,0.08,0.0,1.0,1.0,St Paul's Catholic School ,English,1.0,0.0,First,Merit scholarships,Between 41 and 60,Rural Village,10,8,Public Transport,1.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,Family,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,Employed and earning salary/wages,
0.08,0.08,0.0,1.0,1.0,Hlanganani Secondary School ,English,1.0,0.0,First,No fee-paying school,Between 41 and 60,Rural Village,6,6,Public Transport,0.0,0.0,School based feeding programme,Bachelor,3,0.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,Domestic servant or unskilled labour
1.0,1.0,0.0,1.0,1.0,Mokgareng Secondary School ,Setswana,1.0,0.0,Second,No fee-paying school,Between 20 and 30,Rural Village,7,7,Walking,0.0,0.0,School based feeding programme,School leaving,1,0.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,1.0,6.0,1,1,1,0,0,1,1,First,The desire to make a difference,University Residence,Catered,1.0,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,Unemployed and looking for work
1.0,1.0,0.0,1.0,1.0,Mathew Phosa Secondary School ,Sepedi,1.0,1.0,Second,No fee-paying school,Between 61 and 80,Rural Village,8,5,Walking,0.0,1.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,,,1,1,1,0,0,0,1,First,Passion,Accommodation,,,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,0.0,Unable to work/disabled and receiving a disability grant,Employed and earning salary/wages
1.002,1.002,0.0,1.0,1.0,Langenhoven High School,English,0.0,0.0,First,Parents or guardians,Between 20 and 30,Suburb/City/Town,12,12,Dropped off by parent or relative,0.0,1.0,Parents provided lunch box.,Bachelor,6,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,1.0,5.0,1,1,0,0,0,1,1,Second,Family,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,less than 30 minutes,2,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",,,,Employed and earning salary/wages
0.5,0.5,0.0,1.0,1.0,Mapeloana Secondary school ,English,1.0,1.0,Second,"Bursary e.g., Sasol, Eskom etc.",Greater than 80,Suburb/City/Town,8,7,,,0.0,School based feeding programme,Bachelor,3,1.0,Informal settlement,Both Parents,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,Unemployed and looking for work
1.0,0.906,0.094,0.906,1.0,Raymond Mhlaba Secondary  School ,IsiZulu,1.0,,Second,"Self-funded, No fee-paying school",Between 61 and 80,Township,12,11,Public Transport,1.0,0.0,School based feeding programme,Bachelor,5,1.0,Township,No support,0.0,0.0,0.0,1.0,15.0,1,1,1,0,0,1,1,Third,The desire to make a difference,University Residence,Catered,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,0,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Hans Kekana Secondary School ,Setswana,1.0,1.0,First,Parents or guardians,Between 20 and 30,Township,1,4,Dropped off by parent or relative,1.0,1.0,Parents provided lunch box.,Bachelor,4,0.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,2,Parent/Parents,Parent/Parents,"Guardian e.g., grandparent, uncle, siblings etc.",,,Employed and earning salary/wages,Unemployed and looking for work
0.5,0.4,0.1,0.8,1.0,Sinthumule senior secondary school ,Tshivenda,1.0,1.0,First,No fee-paying school,Greater than 80,Rural Village,7,5,Dropped off by parent or relative,0.0,1.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,Third,Passion,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 1 and 2 hours,1,"Loans e.g., bank, Edu loan etc.","Loans e.g., bank, Edu","Guardian e.g., grandparent, uncle, siblings etc.",1.0,0.0,Unemployed and looking for work,Employed and earning salary/wages
0.08,0.08,0.0,1.0,1.0,Harry Oppenheimer Agricultural High school ,English,1.0,0.0,First,Parents or guardians,Between 41 and 60,Farm,9,8,Boarding school,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Single Parent,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,Second,Job Security,University Residence,Self Catering,1.0,0.0,Less than 5km,Walking,less than 30 minutes,2,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",1.0,0.0,,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Hans kekana ,Setswana,1.0,1.0,Second,No fee-paying school,Between 20 and 30,Township,7,5,Walking,0.0,1.0,School based feeding programme,Bachelor,2,0.0,Township,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1,First,Role Models,University Residence,Self Catering,1.0,0.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,1,Funding arrangements not analyzed (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),Funding arrangements not finalized (if none of the above options apply),,,,
0.9,0.9,0.0,1.0,1.0,Poo Secondary School,Sepedi,1.0,1.0,Second,No fee-paying school,Between 41 and 60,Rural Village,5,5,Public Transport,0.0,0.0,School based feeding programme,Bachelor,3,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,First,Other,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Employed and earning salary/wages,Unemployed and receiving social grant
0.08,0.08,0.0,1.0,1.0,Letsibogo girls high,English,1.0,0.0,First,No fee-paying school,Between 20 and 30,Township,12,12,Walking,1.0,1.0,School based feeding programme,Bachelor,3,0.0,Township,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.9,0.9,0.0,1.0,1.0,Letlape middle school ,Setswana,1.0,1.0,Second,Parents or guardians,Between 31 and 40,Rural Village,8,8,School Bus,1.0,0.0,School based feeding programme,Bachelor,3,1.0,Farm,Single Parent,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,First,Role Models,Accommodation,Self Catering,0.0,0.0,Between 20km and 30km,Public transport,Between 31 minutes and an hour,1,Parent/Parents,Parent/Parents,"Spouse/Partner e.g., wife, boyfriend etc.",,0.0,Employed and earning salary/wages,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Msengi senior secondary ,Xitsonga,1.0,1.0,First,No fee-paying school,Greater than 80,Rural Village,8,7,Walking,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,Third,Passion,Accommodation,,1.0,,,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Bombani senior secondary school ,English,1.0,0.0,Second,No fee-paying school,Between 41 and 60,Rural Village,8,7,Walking,0.0,1.0,School based feeding programme,Bachelor,2,0.0,Rural Village,No support,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Kwandebele Science School ,English,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Township,7,7,Own Automobile/car,0.0,1.0,School based feeding programme,Bachelor,4,1.0,Township,Single Parent,0.0,0.0,0.0,1.0,5.0,1,0,0,0,0,0,1,First,Other,University Residence,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,0.0,,
1.0,1.0,0.0,1.0,1.0,Bondzeni high school ,Xitsonga,1.0,1.0,First,No fee-paying school,Between 20 and 30,Rural Village,8,9,Walking,0.0,1.0,Parents provided lunch money,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Less than 5km,Walking,less than 30 minutes,1,Parent/Parents,Parent/Parents,Paying for myself,1.0,0.0,Employed and earning salary/wages,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Hoerskool Rob Ferreir,English,0.0,0.0,Second,Parents or guardians,Between 20 and 30,Suburb/City/Town,11,8,Dropped off by parent or relative,1.0,0.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,The desire to make a difference,Private,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Phambili secondary school ,IsiNdebele,1.0,1.0,Second,No fee-paying school,Between 31 and 40,Public,6,3,Walking,0.0,0.0,Parents provided lunch money,Bachelor,4,1.0,Township,Single Parent,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Edenglen High School ,English,0.0,1.0,First,Parents or guardians,Between 31 and 40,Suburb/City/Town,12,10,Walking,1.0,1.0,Parents provided lunch box.,Bachelor,5,1.0,Suburb/City/Town,Single Parent,0.0,0.0,0.0,1.0,6.0,0,1,0,0,0,0,1,Second,Other,Accommodation,Self Catering,1.0,0.0,Greater than 30km,University bus service,Between 31 minutes and an hour,2,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc",NSFAS,1.0,0.0,,Employed and earning salary/wages
1.0,1.0,0.0,1.0,1.0,Ntodeni secondary school ,Tshivenda,1.0,1.0,First,Parents or guardians,Greater than 80,Rural Village,8,8,Walking,0.0,0.0,School based feeding programme,Bachelor,1,1.0,Rural Village,Single Parent,0.0,0.0,0.0,1.0,5.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Between 10km and 14km,University bus service,Between 31 minutes and an hour,2,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,Matshwara secondary school ,English,1.0,1.0,First,No fee-paying school,Between 31 and 40,Rural Village,9,7,Walking,0.0,1.0,School based food garden,School leaving,3,1.0,Rural Village,"Spouse/Partner e.g. wife, boyfriend etc.",1.0,3.0,1.0,1.0,5.0,1,1,0,0,0,1,1,First,Passion,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,Government scholarship/bursary,Government scholarship/bursary,Government scholarship/bursary,0.0,0.0,Employed and earning salary/wages,Unemployed and receiving social grant
0.08,0.08,0.0,1.0,1.0,Nkwangularilo Education Centre ,English,1.0,0.0,Second,Parents or guardians,Between 20 and 30,Private school,9,9,School Bus,1.0,0.0,Parents provided lunch money,Bachelor,6,1.0,Suburb/City/Town,Both Parents,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,First,Passion,University Residence,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,"Bursary e.g., Eskom, Sasol etc.","Bursary e.g., Eskom, Sasol etc","Bursary e.g., Eskom, Sasol etc.",,,,
1.0,1.0,0.0,1.0,1.0,Hlabi Senior Secondary School ,English,1.0,0.0,First,No fee-paying school,Between 31 and 40,Rural Village,6,4,Walking,0.0,0.0,School based feeding programme,Bachelor,2,1.0,Rural Village,"Guardian e.g., grandparent, uncle, siblings etc..",0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,1,First,The desire to make a difference,Accommodation,,,1.0,Between 15km and 19km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
1.0,1.0,0.0,1.0,1.0,BAKENBERG HIGH SCHOOL,Sepedi,,0.0,First,,Between 20 and 30,Rural Village,8,9,Walking,0.0,0.0,School based feeding programme,Bachelor,5,1.0,Rural Village,Both Parents,0.0,0.0,0.0,1.0,5.0,1,0,1,0,0,1,1,First,The desire to make a difference,University Residence,Self Catering,1.0,1.0,Between 20km and 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,,
0.5,0.5,0.0,1.0,1.0,DD MABUZA COMPREHENSIVE HIGH SCHOOL ,SiSwati,1.0,1.0,First,"Bursary e.g., Sasol, Eskom etc.",Between 41 and 60,Rural Village,9,5,Walking,0.0,0.0,School based feeding programme,School leaving,4,1.0,Rural Village,Single Parent,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,Second,Passion,Accommodation,Self Catering,1.0,1.0,Greater than 30km,University bus service,Between 31 minutes and an hour,1,NSFAS,NSFAS,NSFAS,1.0,1.0,Unemployed and looking for work,Unemployed and looking for work
